"vehicle_type","state_abb","year_of_manufacture","no_vehicles"
"Non-freight-carrying vehicles","Vic","2010",420
"Non-freight-carrying vehicles","Vic","2011",309
"Non-freight-carrying vehicles","Vic","2012",508
"Non-freight-carrying vehicles","Vic","2013",467
"Non-freight-carrying vehicles","Vic","2014",502
"Non-freight-carrying vehicles","Vic","2015",532
"Non-freight-carrying vehicles","Vic","2016",457
"Non-freight-carrying vehicles","Vic","2017",431
"Non-freight-carrying vehicles","Vic","2018",630
"Non-freight-carrying vehicles","Vic","2019",672
"Non-freight-carrying vehicles","Vic","2020",539
"Non-freight-carrying vehicles","Vic","2021",726
"Non-freight-carrying vehicles","Vic","2022",733
"Non-freight-carrying vehicles","Vic","2023",674
"Non-freight-carrying vehicles","Vic","2024",253
"Non-freight-carrying vehicles","Vic","2025",0
"Non-freight-carrying vehicles","Vic","Not stated",40
"Non-freight-carrying vehicles","Qld","1901",0
"Non-freight-carrying vehicles","Qld","1902",0
"Non-freight-carrying vehicles","Qld","1903",0
"Non-freight-carrying vehicles","Qld","1904",0
"Non-freight-carrying vehicles","Qld","1905",0
"Non-freight-carrying vehicles","Qld","1906",0
"Non-freight-carrying vehicles","Qld","1907",0
"Non-freight-carrying vehicles","Qld","1908",0
"Non-freight-carrying vehicles","Qld","1909",0
"Non-freight-carrying vehicles","Qld","1910",0
"Non-freight-carrying vehicles","Qld","1911",0
"Non-freight-carrying vehicles","Qld","1912",0
"Non-freight-carrying vehicles","Qld","1913",0
"Non-freight-carrying vehicles","Qld","1914",0
"Non-freight-carrying vehicles","Qld","1915",0
"Non-freight-carrying vehicles","Qld","1916",0
"Non-freight-carrying vehicles","Qld","1917",0
"Non-freight-carrying vehicles","Qld","1918",0
"Non-freight-carrying vehicles","Qld","1919",3
"Non-freight-carrying vehicles","Qld","1920",0
"Non-freight-carrying vehicles","Qld","1921",0
"Non-freight-carrying vehicles","Qld","1922",0
"Non-freight-carrying vehicles","Qld","1923",0
"Non-freight-carrying vehicles","Qld","1924",0
"Non-freight-carrying vehicles","Qld","1925",3
"Non-freight-carrying vehicles","Qld","1926",3
"Non-freight-carrying vehicles","Qld","1927",0
"Non-freight-carrying vehicles","Qld","1928",0
"Non-freight-carrying vehicles","Qld","1929",0
"Non-freight-carrying vehicles","Qld","1930",0
"Non-freight-carrying vehicles","Qld","1931",0
"Non-freight-carrying vehicles","Qld","1932",0
"Non-freight-carrying vehicles","Qld","1933",0
"Non-freight-carrying vehicles","Qld","1934",0
"Non-freight-carrying vehicles","Qld","1935",0
"Non-freight-carrying vehicles","Qld","1936",0
"Non-freight-carrying vehicles","Qld","1937",0
"Non-freight-carrying vehicles","Qld","1938",0
"Non-freight-carrying vehicles","Qld","1939",3
"Non-freight-carrying vehicles","Qld","1940",0
"Non-freight-carrying vehicles","Qld","1941",0
"Non-freight-carrying vehicles","Qld","1942",3
"Non-freight-carrying vehicles","Qld","1943",0
"Non-freight-carrying vehicles","Qld","1944",0
"Non-freight-carrying vehicles","Qld","1945",0
"Non-freight-carrying vehicles","Qld","1946",0
"Non-freight-carrying vehicles","Qld","1947",0
"Non-freight-carrying vehicles","Qld","1948",0
"Non-freight-carrying vehicles","Qld","1949",0
"Non-freight-carrying vehicles","Qld","1950",3
"Non-freight-carrying vehicles","Qld","1951",0
"Non-freight-carrying vehicles","Qld","1952",0
"Non-freight-carrying vehicles","Qld","1953",0
"Non-freight-carrying vehicles","Qld","1954",3
"Non-freight-carrying vehicles","Qld","1955",0
"Non-freight-carrying vehicles","Qld","1956",0
"Non-freight-carrying vehicles","Qld","1957",0
"Non-freight-carrying vehicles","Qld","1958",0
"Non-freight-carrying vehicles","Qld","1959",0
"Non-freight-carrying vehicles","Qld","1960",0
"Non-freight-carrying vehicles","Qld","1961",0
"Non-freight-carrying vehicles","Qld","1962",3
"Non-freight-carrying vehicles","Qld","1963",0
"Non-freight-carrying vehicles","Qld","1964",3
"Non-freight-carrying vehicles","Qld","1965",0
"Non-freight-carrying vehicles","Qld","1966",3
"Non-freight-carrying vehicles","Qld","1967",0
"Non-freight-carrying vehicles","Qld","1968",3
"Non-freight-carrying vehicles","Qld","1969",0
"Non-freight-carrying vehicles","Qld","1970",5
"Non-freight-carrying vehicles","Qld","1971",5
"Non-freight-carrying vehicles","Qld","1972",0
"Non-freight-carrying vehicles","Qld","1973",3
"Non-freight-carrying vehicles","Qld","1974",6
"Non-freight-carrying vehicles","Qld","1975",3
"Non-freight-carrying vehicles","Qld","1976",6
"Non-freight-carrying vehicles","Qld","1977",7
"Non-freight-carrying vehicles","Qld","1978",13
"Non-freight-carrying vehicles","Qld","1979",11
"Non-freight-carrying vehicles","Qld","1980",14
"Non-freight-carrying vehicles","Qld","1981",17
"Non-freight-carrying vehicles","Qld","1982",14
"Non-freight-carrying vehicles","Qld","1983",10
"Non-freight-carrying vehicles","Qld","1984",20
"Non-freight-carrying vehicles","Qld","1985",11
"Non-freight-carrying vehicles","Qld","1986",20
"Non-freight-carrying vehicles","Qld","1987",25
"Non-freight-carrying vehicles","Qld","1988",36
"Non-freight-carrying vehicles","Qld","1989",53
"Non-freight-carrying vehicles","Qld","1990",46
"Non-freight-carrying vehicles","Qld","1991",28
"Non-freight-carrying vehicles","Qld","1992",40
"Non-freight-carrying vehicles","Qld","1993",34
"Non-freight-carrying vehicles","Qld","1994",50
"Non-freight-carrying vehicles","Qld","1995",68
"Non-freight-carrying vehicles","Qld","1996",65
"Non-freight-carrying vehicles","Qld","1997",78
"Non-freight-carrying vehicles","Qld","1998",91
"Non-freight-carrying vehicles","Qld","1999",114
"Non-freight-carrying vehicles","Qld","2000",86
"Non-freight-carrying vehicles","Qld","2001",89
"Non-freight-carrying vehicles","Qld","2002",126
"Non-freight-carrying vehicles","Qld","2003",132
"Non-freight-carrying vehicles","Qld","2004",188
"Non-freight-carrying vehicles","Qld","2005",283
"Non-freight-carrying vehicles","Qld","2006",322
"Non-freight-carrying vehicles","Qld","2007",397
"Non-freight-carrying vehicles","Qld","2008",357
"Non-freight-carrying vehicles","Qld","2009",289
"Non-freight-carrying vehicles","Qld","2010",334
"Non-freight-carrying vehicles","Qld","2011",419
"Non-freight-carrying vehicles","Qld","2012",440
"Non-freight-carrying vehicles","Qld","2013",324
"Non-freight-carrying vehicles","Qld","2014",379
"Non-freight-carrying vehicles","Qld","2015",301
"Non-freight-carrying vehicles","Qld","2016",321
"Non-freight-carrying vehicles","Qld","2017",404
"Non-freight-carrying vehicles","Qld","2018",397
"Non-freight-carrying vehicles","Qld","2019",452
"Non-freight-carrying vehicles","Qld","2020",368
"Non-freight-carrying vehicles","Qld","2021",500
"Non-freight-carrying vehicles","Qld","2022",523
"Non-freight-carrying vehicles","Qld","2023",565
"Non-freight-carrying vehicles","Qld","2024",387
"Non-freight-carrying vehicles","Qld","2025",10
"Non-freight-carrying vehicles","Qld","Not stated",3
"Non-freight-carrying vehicles","SA","1901",0
"Non-freight-carrying vehicles","SA","1902",0
"Non-freight-carrying vehicles","SA","1903",0
"Non-freight-carrying vehicles","SA","1904",0
"Non-freight-carrying vehicles","SA","1905",0
"Non-freight-carrying vehicles","SA","1906",0
"Non-freight-carrying vehicles","SA","1907",0
"Non-freight-carrying vehicles","SA","1908",0
"Non-freight-carrying vehicles","SA","1909",0
"Non-freight-carrying vehicles","SA","1910",0
"Non-freight-carrying vehicles","SA","1911",0
"Non-freight-carrying vehicles","SA","1912",0
"Non-freight-carrying vehicles","SA","1913",0
"Non-freight-carrying vehicles","SA","1914",0
"Non-freight-carrying vehicles","SA","1915",0
"Non-freight-carrying vehicles","SA","1916",0
"Non-freight-carrying vehicles","SA","1917",0
"Non-freight-carrying vehicles","SA","1918",0
"Non-freight-carrying vehicles","SA","1919",0
"Non-freight-carrying vehicles","SA","1920",0
"Non-freight-carrying vehicles","SA","1921",0
"Non-freight-carrying vehicles","SA","1922",0
"Non-freight-carrying vehicles","SA","1923",0
"Non-freight-carrying vehicles","SA","1924",0
"Non-freight-carrying vehicles","SA","1925",0
"Non-freight-carrying vehicles","SA","1926",0
"Non-freight-carrying vehicles","SA","1927",0
"Non-freight-carrying vehicles","SA","1928",0
"Non-freight-carrying vehicles","SA","1929",0
"Non-freight-carrying vehicles","SA","1930",0
"Non-freight-carrying vehicles","SA","1931",0
"Non-freight-carrying vehicles","SA","1932",0
"Non-freight-carrying vehicles","SA","1933",0
"Non-freight-carrying vehicles","SA","1934",0
"Non-freight-carrying vehicles","SA","1935",0
"Non-freight-carrying vehicles","SA","1936",3
"Non-freight-carrying vehicles","SA","1937",0
"Non-freight-carrying vehicles","SA","1938",0
"Non-freight-carrying vehicles","SA","1939",0
"Non-freight-carrying vehicles","SA","1940",3
"Non-freight-carrying vehicles","SA","1941",0
"Non-freight-carrying vehicles","SA","1942",3
"Non-freight-carrying vehicles","SA","1943",0
"Non-freight-carrying vehicles","SA","1944",0
"Non-freight-carrying vehicles","SA","1945",0
"Non-freight-carrying vehicles","SA","1946",3
"Non-freight-carrying vehicles","SA","1947",0
"Non-freight-carrying vehicles","SA","1948",0
"Non-freight-carrying vehicles","SA","1949",0
"Non-freight-carrying vehicles","SA","1950",0
"Non-freight-carrying vehicles","SA","1951",0
"Non-freight-carrying vehicles","SA","1952",0
"Non-freight-carrying vehicles","SA","1953",0
"Non-freight-carrying vehicles","SA","1954",0
"Non-freight-carrying vehicles","SA","1955",0
"Non-freight-carrying vehicles","SA","1956",0
"Non-freight-carrying vehicles","SA","1957",0
"Non-freight-carrying vehicles","SA","1958",0
"Non-freight-carrying vehicles","SA","1959",0
"Non-freight-carrying vehicles","SA","1960",0
"Non-freight-carrying vehicles","SA","1961",0
"Non-freight-carrying vehicles","SA","1962",3
"Non-freight-carrying vehicles","SA","1963",0
"Non-freight-carrying vehicles","SA","1964",3
"Non-freight-carrying vehicles","SA","1965",0
"Non-freight-carrying vehicles","SA","1966",0
"Non-freight-carrying vehicles","SA","1967",3
"Non-freight-carrying vehicles","SA","1968",3
"Non-freight-carrying vehicles","SA","1969",3
"Non-freight-carrying vehicles","SA","1970",3
"Non-freight-carrying vehicles","SA","1971",4
"Non-freight-carrying vehicles","SA","1972",4
"Non-freight-carrying vehicles","SA","1973",3
"Non-freight-carrying vehicles","SA","1974",0
"Non-freight-carrying vehicles","SA","1975",0
"Non-freight-carrying vehicles","SA","1976",7
"Non-freight-carrying vehicles","SA","1977",3
"Non-freight-carrying vehicles","SA","1978",5
"Non-freight-carrying vehicles","SA","1979",0
"Non-freight-carrying vehicles","SA","1980",5
"Non-freight-carrying vehicles","SA","1981",3
"Non-freight-carrying vehicles","SA","1982",10
"Non-freight-carrying vehicles","SA","1983",7
"Non-freight-carrying vehicles","SA","1984",13
"Non-freight-carrying vehicles","SA","1985",12
"Non-freight-carrying vehicles","SA","1986",12
"Non-freight-carrying vehicles","SA","1987",11
"Non-freight-carrying vehicles","SA","1988",29
"Non-freight-carrying vehicles","SA","1989",19
"Non-freight-carrying vehicles","SA","1990",24
"Non-freight-carrying vehicles","SA","1991",20
"Non-freight-carrying vehicles","SA","1992",20
"Non-freight-carrying vehicles","SA","1993",23
"Non-freight-carrying vehicles","SA","1994",25
"Non-freight-carrying vehicles","SA","1995",31
"Non-freight-carrying vehicles","SA","1996",32
"Non-freight-carrying vehicles","SA","1997",26
"Non-freight-carrying vehicles","SA","1998",32
"Non-freight-carrying vehicles","SA","1999",36
"Non-freight-carrying vehicles","SA","2000",40
"Non-freight-carrying vehicles","SA","2001",34
"Non-freight-carrying vehicles","SA","2002",71
"Non-freight-carrying vehicles","SA","2003",54
"Non-freight-carrying vehicles","SA","2004",82
"Non-freight-carrying vehicles","SA","2005",102
"Non-freight-carrying vehicles","SA","2006",102
"Non-freight-carrying vehicles","SA","2007",153
"Non-freight-carrying vehicles","SA","2008",140
"Non-freight-carrying vehicles","SA","2009",93
"Non-freight-carrying vehicles","SA","2010",125
"Non-freight-carrying vehicles","SA","2011",96
"Non-freight-carrying vehicles","SA","2012",127
"Non-freight-carrying vehicles","SA","2013",129
"Non-freight-carrying vehicles","SA","2014",123
"Non-freight-carrying vehicles","SA","2015",97
"Non-freight-carrying vehicles","SA","2016",96
"Non-freight-carrying vehicles","SA","2017",130
"Non-freight-carrying vehicles","SA","2018",143
"Non-freight-carrying vehicles","SA","2019",151
"Non-freight-carrying vehicles","SA","2020",153
"Non-freight-carrying vehicles","SA","2021",199
"Non-freight-carrying vehicles","SA","2022",109
"Non-freight-carrying vehicles","SA","2023",94
"Non-freight-carrying vehicles","SA","2024",93
"Non-freight-carrying vehicles","SA","2025",0
"Non-freight-carrying vehicles","SA","Not stated",0
"Non-freight-carrying vehicles","WA","1901",0
"Non-freight-carrying vehicles","WA","1902",0
"Non-freight-carrying vehicles","WA","1903",0
"Non-freight-carrying vehicles","WA","1904",0
"Non-freight-carrying vehicles","WA","1905",0
"Non-freight-carrying vehicles","WA","1906",0
"Non-freight-carrying vehicles","WA","1907",0
"Non-freight-carrying vehicles","WA","1908",0
"Non-freight-carrying vehicles","WA","1909",0
"Non-freight-carrying vehicles","WA","1910",0
"Non-freight-carrying vehicles","WA","1911",0
"Non-freight-carrying vehicles","WA","1912",0
"Non-freight-carrying vehicles","WA","1913",0
"Non-freight-carrying vehicles","WA","1914",0
"Non-freight-carrying vehicles","WA","1915",0
"Non-freight-carrying vehicles","WA","1916",0
"Non-freight-carrying vehicles","WA","1917",0
"Non-freight-carrying vehicles","WA","1918",0
"Non-freight-carrying vehicles","WA","1919",0
"Non-freight-carrying vehicles","WA","1920",0
"Non-freight-carrying vehicles","WA","1921",0
"Non-freight-carrying vehicles","WA","1922",0
"Non-freight-carrying vehicles","WA","1923",3
"Non-freight-carrying vehicles","WA","1924",0
"Non-freight-carrying vehicles","WA","1925",0
"Non-freight-carrying vehicles","WA","1926",0
"Non-freight-carrying vehicles","WA","1927",0
"Non-freight-carrying vehicles","WA","1928",0
"Non-freight-carrying vehicles","WA","1929",0
"Non-freight-carrying vehicles","WA","1930",0
"Non-freight-carrying vehicles","WA","1931",0
"Non-freight-carrying vehicles","WA","1932",0
"Non-freight-carrying vehicles","WA","1933",0
"Non-freight-carrying vehicles","WA","1934",0
"Non-freight-carrying vehicles","WA","1935",0
"Non-freight-carrying vehicles","WA","1936",0
"Non-freight-carrying vehicles","WA","1937",0
"Non-freight-carrying vehicles","WA","1938",0
"Non-freight-carrying vehicles","WA","1939",0
"Non-freight-carrying vehicles","WA","1940",0
"Non-freight-carrying vehicles","WA","1941",0
"Non-freight-carrying vehicles","WA","1942",3
"Non-freight-carrying vehicles","WA","1943",0
"Non-freight-carrying vehicles","WA","1944",0
"Non-freight-carrying vehicles","WA","1945",0
"Non-freight-carrying vehicles","WA","1946",0
"Non-freight-carrying vehicles","WA","1947",0
"Non-freight-carrying vehicles","WA","1948",0
"Non-freight-carrying vehicles","WA","1949",0
"Non-freight-carrying vehicles","WA","1950",3
"Non-freight-carrying vehicles","WA","1951",0
"Non-freight-carrying vehicles","WA","1952",3
"Non-freight-carrying vehicles","WA","1953",3
"Non-freight-carrying vehicles","WA","1954",0
"Non-freight-carrying vehicles","WA","1955",3
"Non-freight-carrying vehicles","WA","1956",3
"Non-freight-carrying vehicles","WA","1957",0
"Non-freight-carrying vehicles","WA","1958",4
"Non-freight-carrying vehicles","WA","1959",4
"Non-freight-carrying vehicles","WA","1960",0
"Non-freight-carrying vehicles","WA","1961",0
"Non-freight-carrying vehicles","WA","1962",3
"Non-freight-carrying vehicles","WA","1963",7
"Non-freight-carrying vehicles","WA","1964",6
"Non-freight-carrying vehicles","WA","1965",0
"Non-freight-carrying vehicles","WA","1966",0
"Non-freight-carrying vehicles","WA","1967",7
"Non-freight-carrying vehicles","WA","1968",14
"Non-freight-carrying vehicles","WA","1969",9
"Non-freight-carrying vehicles","WA","1970",26
"Non-freight-carrying vehicles","WA","1971",18
"Non-freight-carrying vehicles","WA","1972",12
"Non-freight-carrying vehicles","WA","1973",6
"Non-freight-carrying vehicles","WA","1974",11
"Non-freight-carrying vehicles","WA","1975",11
"Non-freight-carrying vehicles","WA","1976",16
"Non-freight-carrying vehicles","WA","1977",14
"Non-freight-carrying vehicles","WA","1978",16
"Non-freight-carrying vehicles","WA","1979",16
"Non-freight-carrying vehicles","WA","1980",24
"Non-freight-carrying vehicles","WA","1981",29
"Non-freight-carrying vehicles","WA","1982",26
"Non-freight-carrying vehicles","WA","1983",21
"Non-freight-carrying vehicles","WA","1984",35
"Non-freight-carrying vehicles","WA","1985",45
"Non-freight-carrying vehicles","WA","1986",26
"Non-freight-carrying vehicles","WA","1987",45
"Non-freight-carrying vehicles","WA","1988",54
"Non-freight-carrying vehicles","WA","1989",53
